9.864822346659803121e-02,9.671709323150702309e-01
9.852838389838611821e-01,5.694449058887190995e-01
8.209491086490281475e-01,2.252432213595310234e-02
7.062450778020296083e-01,3.598359412509257726e-01
2.323867698727465902e-01,2.653012388382379183e-01
1.682031560399992742e-01,9.908020481066854845e-01
1.802752282257405123e-02,4.998964069149635092e-01
9.866332776626728363e-01,7.354937246195597522e-01
6.881657924342838850e-01,5.757369431154972794e-01
7.889605997477320276e-01,8.700397605494150088e-01
5.095176744680708358e-01,3.857527824144694750e-01
1.175690224534881451e-01,9.546338754916353642e-01
6.604914399596863994e-01,9.218182052291382655e-01
9.907033125589339573e-01,1.914156429924451785e-01
5.291449741654364880e-01,6.235663743948981486e-01
9.725844459695487387e-01,9.297257055548857618e-01
9.499048057834996728e-01,3.627118311888886167e-03
1.245005079352340255e-01,2.354263707937265526e-01
9.819103791128507355e-03,9.723165810348977089e-01
1.910252363183555235e-01,8.110091060758467529e-01
1.040089533548301803e-01,9.676285162459137279e-01
4.547696136553226465e-01,5.194657198224651848e-04
2.755260637212949004e-01,8.908700262687094806e-01
6.527895794782175853e-01,4.822477479782523169e-01
9.295163260833551044e-01,7.619360495488319840e-01
8.303935324930756812e-01,5.668153762901761983e-01
2.435509313484231775e-01,4.265408526907939479e-01
9.997020627789472424e-01,1.676176996585537482e-01
9.995210060668738850e-01,9.533791468097899680e-01
4.926987181570835483e-01,8.585110897824675957e-01
2.449645665791009563e-01,4.083846709233605599e-01
8.214271816235291235e-02,5.840571069959116235e-01
2.531029437626685086e-01,9.735718967490618603e-01
6.331031594290178477e-01,6.183586994137717507e-01
8.332327191150977752e-01,5.416238393385678362e-01
6.670787429418995051e-01,7.030985007793342234e-01
3.004214574921953984e-01,4.576170291471255832e-04
2.817946337047457228e-01,8.698076510987885479e-01
2.223583198185541121e-01,4.966457331186197033e-01
9.614101657261433509e-01,1.712276440277251538e-02
4.854675937539034702e-01,1.754250658838307497e-01
9.027223588339450266e-02,3.090633914628859724e-01
4.571633262731593095e-01,2.263728149128346467e-01
5.244260314168462944e-01,5.084039326880085419e-01
1.160437310457726294e-02,8.616896030378608240e-02
6.617598745349594358e-01,9.993214340164442433e-01
9.880702821277692616e-01,9.999760261349698309e-01
3.556334207556292870e-02,9.924194901490319687e-01
6.714057534968406182e-01,7.345165869234983047e-01
2.826014425594293722e-01,4.514979592156256882e-02
9.973489288441000911e-01,8.083104225120800734e-01
6.470897085487472555e-01,7.083773203324420509e-01
9.953319227311004935e-01,6.194343164231348453e-01
4.404940534923351692e-02,9.852099761360000318e-01
9.801012661941758131e-01,9.916779544006005809e-01
8.838425975334245344e-01,3.806551161244249859e-01
8.974631961741420805e-02,8.504229906734352140e-02
3.969064868416177089e-02,8.550360466225265244e-01
2.595063870236928860e-01,8.276680521283824588e-01
7.893054758067477028e-01,4.333123609957434397e-01
8.207424569425274541e-01,4.003834922771026816e-02
5.022850052768113027e-01,9.999664453020548072e-01
9.855173804855659192e-01,1.528090096194419448e-02
4.008819568367473773e-01,5.393894809041107630e-01
9.156916487869315446e-01,9.970997638368748195e-01
6.020680881542209706e-01,3.298810569033896467e-01
9.766798180268626561e-01,9.436547697251410627e-01
5.536110912989116173e-01,9.180978049279177045e-01
6.053324490765507604e-02,8.194635148161109051e-01
9.264948672740165314e-01,3.368622380686207007e-01
8.914549295977536314e-01,6.206367815815825306e-01
3.477605520887940282e-01,9.979159582444290244e-01
7.221930934478691944e-01,3.744401812476907954e-01
5.148780444133858047e-01,9.875151499948526812e-01
6.894224567738183040e-02,6.906830457943892165e-01
1.310294170044851436e-01,4.598354885531104053e-01
9.991614829789171592e-01,5.637751913181112684e-01
6.975731640009121826e-01,1.296178567394422609e-01
5.770205735746616327e-01,5.042742521694246888e-02
6.705118983866007465e-01,9.217630110215734307e-01
4.586489177442775733e-01,8.532333085688380558e-01
2.146519482534829382e-01,9.566211922916023624e-01
3.229936450083527033e-01,9.288708579678711663e-01
3.413593349560162249e-01,6.794053461479597766e-01
9.923223345507879989e-01,7.759865988525055380e-01
8.173551645542838084e-01,9.009329858389929502e-01
8.493795534987229612e-01,1.758659772775493235e-01
5.936169216533242476e-01,9.368550250096074894e-01
8.169072113208029062e-01,1.946829147830378970e-01
8.800746198995598180e-01,9.689628431659358387e-01
6.202742556248850292e-01,8.173364077653757498e-01
4.772122184143483548e-01,9.976343984337519011e-01
9.883064688986678004e-01,4.930202440903004857e-01
8.792937831511085101e-01,1.495042637353780623e-01
3.905162047160456451e-01,1.878206222114565394e-01
6.667881436520580740e-01,1.152184192133198642e-01
7.977755321481533324e-01,1.798724504954790360e-01
9.949111036569676658e-01,4.912812797666078479e-01
9.816920849849458675e-01,5.949556597886667131e-01
5.309146965718269939e-01,7.395932845185463345e-01
4.118514345548434097e-01,1.282657842339052778e-01
9.876066169629356128e-01,9.149823016697724576e-01
3.652395923134648115e-01,2.975331635316533219e-01
9.779325227629767081e-01,8.343878299096066931e-01
1.964503585602554170e-01,6.067868619302316802e-01
8.473450782398279646e-01,9.902962620411071004e-01
1.610904900152357842e-03,8.809997350009405315e-01
7.522291773709323115e-01,9.941109628942317311e-01
3.866386260072828818e-01,5.764733637747696537e-01
3.981811314032816518e-01,4.239575682543803570e-01
6.804809658014979723e-01,4.546439510254016224e-04
1.012395763737953674e-01,6.201377255713925729e-01
9.705927838709643707e-01,6.279619121593030817e-01
9.811578719455489317e-01,7.752884145141729633e-01
9.584033318171233384e-01,2.027911849285529422e-01
9.052286281637736964e-01,4.413693387902220544e-01
1.466223050052515853e-01,7.761971772057576491e-01
9.935835893106261807e-01,1.241721899404070462e-01
3.864266410619784375e-01,2.920119546083641340e-02
9.951187754698909149e-01,9.135905121431350251e-01
4.787583449560367521e-01,8.266014336653876304e-01
5.148985885188585299e-02,8.830865256937504570e-01
3.733598941314272834e-01,4.851649192218113193e-02
9.614100922343559175e-01,6.429667781341885657e-01
9.950871241881542595e-01,2.473918938293802675e-02
2.488546953855600152e-01,3.036292996099491659e-01
4.248296594540118543e-01,6.919201530491360386e-02
9.816643724904330903e-03,9.981173608670658171e-01
8.755962886702527426e-01,4.198930228749305871e-04
9.925751703000472714e-01,5.813602452538149112e-01
2.612480681642708746e-01,6.873169223474239198e-01
9.090381115480801189e-01,9.818596058861638332e-01
9.926881215016823967e-01,2.982282017707069688e-01
8.815217821622053362e-01,4.904589774095056975e-02
7.603143350751122576e-01,9.958262755690917567e-01
6.007201853255298429e-01,1.530516961311263746e-01
2.115865875756982872e-01,3.699477388900183628e-01
4.366835546262337608e-01,3.934798661401716635e-01
2.324878625831908185e-01,7.696347463566852731e-01
9.596994911644822768e-01,7.148368232380788445e-01
3.025429128718193361e-01,9.734362490405235047e-01
9.346169656147002014e-01,6.063974801205764820e-01
7.554754855585404938e-01,9.162635185080648670e-01
9.286745116002558253e-01,4.194745715932006180e-01
9.968389286970150698e-01,8.675881836054287755e-01
9.268842478505542326e-01,9.969419113392132825e-01
9.998952876494202613e-01,2.991654136910222306e-01
